時間（秒）,Ⅱ-Ⅰ-１,Ⅱ-Ⅰ-２,Ⅱ-Ⅰ-３,Ⅱ-Ⅱ-１,Ⅱ-Ⅱ-２,Ⅱ-Ⅱ-３,Ⅱ-Ⅲ-１,Ⅱ-Ⅲ-２,Ⅱ-Ⅲ-３
24.8600000000011,11.645 ,18.235 ,-27.850 ,2.515 ,16.889 ,18.141 ,4.608 ,-7.752 ,1.575 
24.8700000000011,0.579 ,22.011 ,-35.558 ,3.658 ,16.835 ,16.749 ,4.870 ,-5.720 ,0.937 
24.8800000000011,-10.771 ,23.771 ,-38.765 ,4.422 ,16.715 ,16.455 ,4.780 ,-3.555 ,0.544 
24.8900000000011,-22.495 ,24.479 ,-36.108 ,4.546 ,16.632 ,15.854 ,4.707 ,-1.113 ,-0.067 
24.9000000000011,-33.298 ,22.661 ,-27.568 ,4.021 ,16.815 ,15.351 ,5.045 ,0.752 ,-1.289 
24.9100000000011,-43.629 ,20.848 ,-14.833 ,3.036 ,17.006 ,15.359 ,5.542 ,2.012 ,-2.031 
24.9200000000011,-51.511 ,16.742 ,-0.489 ,1.755 ,16.910 ,15.739 ,5.794 ,1.990 ,-2.101 
24.9300000000011,-58.322 ,12.369 ,12.690 ,0.270 ,16.870 ,16.493 ,5.964 ,0.706 ,-1.476 
24.9400000000011,-61.755 ,5.726 ,22.121 ,-1.293 ,16.834 ,17.868 ,6.423 ,-2.168 ,-0.862 
24.9500000000011,-63.577 ,-1.544 ,25.687 ,-2.761 ,16.596 ,18.773 ,7.164 ,-5.991 ,0.098 
24.9600000000011,-62.315 ,-11.188 ,22.659 ,-3.948 ,15.953 ,19.778 ,8.013 ,-10.720 ,1.574 
24.9700000000011,-59.482 ,-20.167 ,14.672 ,-4.694 ,14.896 ,21.513 ,8.698 ,-16.014 ,3.362 
24.9800000000011,-53.618 ,-28.350 ,4.805 ,-5.198 ,13.443 ,22.728 ,9.251 ,-20.804 ,5.492 
24.9900000000011,-47.500 ,-34.780 ,-3.924 ,-5.463 ,11.765 ,23.457 ,10.156 ,-25.212 ,6.868 
25.0000000000011,-39.485 ,-36.151 ,-9.075 ,-5.397 ,9.857 ,24.151 ,11.282 ,-28.722 ,8.086 
25.0100000000011,-31.800 ,-35.780 ,-8.997 ,-4.914 ,7.404 ,24.925 ,12.281 ,-31.274 ,9.544 
25.0200000000011,-24.777 ,-30.289 ,-3.297 ,-4.303 ,4.492 ,25.229 ,13.362 ,-32.375 ,10.819 
25.0300000000011,-17.697 ,-23.489 ,6.661 ,-3.865 ,1.612 ,25.849 ,14.416 ,-32.415 ,10.844 
25.0400000000011,-12.445 ,-15.054 ,17.966 ,-3.525 ,-1.467 ,25.761 ,15.312 ,-32.273 ,11.106 
25.0500000000011,-7.586 ,-6.308 ,27.212 ,-3.093 ,-4.686 ,26.433 ,16.417 ,-32.111 ,11.681 
25.0600000000011,-3.730 ,2.032 ,31.980 ,-2.716 ,-8.077 ,27.683 ,17.652 ,-32.029 ,12.076 
25.0700000000011,0.008 ,10.189 ,31.670 ,-2.772 ,-11.503 ,28.444 ,18.568 ,-32.005 ,11.753 
25.0800000000011,2.945 ,18.860 ,26.997 ,-3.255 ,-14.740 ,29.693 ,19.145 ,-33.228 ,11.732 
25.0900000000011,6.421 ,27.118 ,19.726 ,-3.907 ,-17.909 ,31.665 ,19.781 ,-35.603 ,12.409 
25.1000000000011,8.700 ,35.578 ,12.574 ,-4.743 ,-20.957 ,33.655 ,20.611 ,-38.556 ,13.086 
25.1100000000011,10.868 ,42.743 ,8.186 ,-5.845 ,-23.796 ,35.071 ,21.259 ,-41.605 ,13.212 
25.1200000000011,11.552 ,47.115 ,8.263 ,-7.404 ,-26.509 ,36.869 ,21.672 ,-44.726 ,13.155 
25.1300000000011,11.660 ,49.782 ,13.046 ,-9.233 ,-29.065 ,38.505 ,21.968 ,-47.609 ,13.522 
25.1400000000011,9.711 ,47.302 ,20.914 ,-11.158 ,-31.404 ,38.907 ,22.017 ,-49.822 ,13.900 
25.1500000000011,7.521 ,43.252 ,28.975 ,-13.031 ,-33.542 ,38.862 ,22.259 ,-50.981 ,13.930 
25.1600000000011,4.329 ,36.181 ,34.596 ,-14.840 ,-35.616 ,38.226 ,22.806 ,-50.332 ,13.124 
25.1700000000011,1.599 ,27.903 ,35.928 ,-16.560 ,-37.788 ,37.550 ,22.794 ,-48.539 ,12.314 
25.1800000000011,0.373 ,19.883 ,31.732 ,-17.959 ,-39.727 ,35.148 ,22.462 ,-46.138 ,11.620 
25.1900000000011,-0.165 ,11.239 ,22.533 ,-18.948 ,-41.478 ,32.410 ,22.690 ,-42.523 ,11.230 
25.2000000000011,2.209 ,2.951 ,10.229 ,-19.316 ,-43.026 ,30.098 ,23.081 ,-38.733 ,10.098 
25.2100000000011,4.742 ,-5.673 ,-3.417 ,-19.015 ,-44.420 ,27.894 ,23.269 ,-34.693 ,8.624 
25.2200000000011,8.349 ,-15.138 ,-15.747 ,-18.262 ,-45.718 ,25.703 ,23.545 ,-30.667 ,7.687 
25.2300000000011,11.603 ,-24.601 ,-24.430 ,-17.055 ,-46.648 ,23.086 ,23.896 ,-27.394 ,6.999 
25.2400000000011,12.421 ,-33.873 ,-29.687 ,-15.390 ,-47.217 ,21.460 ,24.337 ,-24.893 ,6.587 
25.2500000000011,12.184 ,-42.162 ,-32.143 ,-13.170 ,-47.665 ,21.129 ,24.893 ,-22.830 ,5.744 
25.2600000000012,8.884 ,-48.279 ,-32.139 ,-10.583 ,-48.224 ,21.426 ,25.552 ,-20.701 ,5.142 
25.2700000000012,4.651 ,-52.295 ,-30.854 ,-8.036 ,-48.603 ,20.184 ,26.428 ,-19.329 ,4.428 
25.2800000000012,-0.088 ,-52.871 ,-29.299 ,-5.727 ,-48.767 ,20.197 ,26.992 ,-18.192 ,4.648 
25.2900000000012,-4.497 ,-51.669 ,-27.982 ,-3.306 ,-48.950 ,20.947 ,27.107 ,-17.441 ,5.099 
25.3000000000012,-6.230 ,-46.751 ,-26.793 ,-0.887 ,-49.033 ,20.528 ,27.825 ,-16.161 ,4.659 
25.3100000000012,-6.720 ,-40.968 ,-24.566 ,1.067 ,-48.910 ,20.061 ,29.056 ,-14.762 ,4.370 
25.3200000000012,-3.733 ,-32.612 ,-20.092 ,2.508 ,-48.568 ,18.830 ,29.596 ,-13.592 ,4.810 
25.3300000000012,0.593 ,-23.045 ,-13.092 ,3.601 ,-48.032 ,16.313 ,29.538 ,-12.779 ,5.595 
25.3400000000012,6.001 ,-12.649 ,-3.749 ,4.417 ,-47.165 ,14.709 ,29.883 ,-11.777 ,6.276 
25.3500000000012,11.700 ,-1.241 ,8.043 ,4.984 ,-46.020 ,12.192 ,30.926 ,-10.760 ,6.066 
25.3600000000012,16.298 ,8.739 ,21.151 ,5.196 ,-44.836 ,8.956 ,31.777 ,-10.087 ,6.603 
25.3700000000012,20.172 ,18.255 ,32.796 ,5.110 ,-43.442 ,6.127 ,31.581 ,-10.199 ,7.822 
25.3800000000012,22.369 ,24.240 ,41.372 ,4.929 ,-41.797 ,3.064 ,31.235 ,-10.480 ,9.124 
25.3900000000012,23.707 ,28.883 ,45.758 ,4.759 ,-39.929 ,1.241 ,31.787 ,-11.134 ,9.910 
25.4000000000012,24.697 ,29.565 ,44.329 ,4.542 ,-37.908 ,0.388 ,32.263 ,-12.074 ,11.204 
25.4100000000012,24.779 ,28.894 ,37.772 ,4.443 ,-35.847 ,-0.047 ,31.693 ,-12.988 ,12.835 
25.4200000000012,25.406 ,26.854 ,28.082 ,4.303 ,-33.574 ,-0.526 ,30.938 ,-14.620 ,15.110 
25.4300000000012,25.577 ,23.550 ,17.035 ,4.153 ,-31.104 ,0.847 ,30.579 ,-16.003 ,17.398 
25.4400000000012,25.176 ,20.984 ,7.849 ,4.079 ,-28.768 ,3.633 ,29.838 ,-16.872 ,19.683 
25.4500000000012,24.579 ,17.297 ,3.323 ,4.188 ,-26.557 ,6.211 ,28.735 ,-17.619 ,22.297 
25.4600000000012,22.524 ,12.449 ,4.192 ,4.421 ,-24.485 ,8.544 ,27.752 ,-18.090 ,24.927 
25.4700000000012,19.771 ,7.012 ,10.485 ,4.688 ,-22.562 ,11.220 ,26.313 ,-18.160 ,27.937 
25.4800000000012,15.849 ,-0.886 ,20.851 ,4.972 ,-20.905 ,13.876 ,24.681 ,-17.805 ,30.882 
25.4900000000012,11.123 ,-9.341 ,32.334 ,5.532 ,-19.526 ,16.846 ,23.531 ,-16.566 ,33.367 
25.5000000000012,5.855 ,-17.539 ,41.850 ,6.390 ,-18.284 ,18.098 ,22.243 ,-15.479 ,35.603 
25.5100000000012,0.356 ,-26.231 ,47.007 ,7.393 ,-17.092 ,18.359 ,20.905 ,-13.816 ,37.628 
25.5200000000012,-5.051 ,-31.992 ,46.666 ,8.540 ,-16.208 ,19.008 ,19.809 ,-12.036 ,39.741 
25.5300000000012,-9.820 ,-36.881 ,40.872 ,9.800 ,-15.357 ,18.862 ,18.474 ,-10.323 ,41.281 
25.5400000000012,-13.691 ,-38.967 ,31.114 ,11.198 ,-14.517 ,17.771 ,17.529 ,-8.187 ,42.307 
25.5500000000012,-16.412 ,-39.594 ,20.126 ,12.927 ,-13.792 ,16.607 ,17.040 ,-6.090 ,42.351 
25.5600000000012,-17.358 ,-37.740 ,10.137 ,14.916 ,-13.203 ,15.622 ,16.028 ,-4.240 ,43.072 
25.5700000000012,-16.891 ,-34.713 ,2.597 ,16.887 ,-12.661 ,13.736 ,14.914 ,-2.442 ,43.484 
25.5800000000012,-15.081 ,-28.458 ,-1.862 ,18.830 ,-12.004 ,12.576 ,14.203 ,-0.522 ,43.168 
25.5900000000012,-12.182 ,-20.528 ,-3.944 ,21.200 ,-11.536 ,12.526 ,13.527 ,1.336 ,42.273 
25.6000000000012,-9.360 ,-9.517 ,-4.835 ,23.897 ,-10.983 ,11.202 ,12.675 ,3.424 ,41.842 
25.6100000000012,-6.749 ,2.933 ,-6.292 ,26.621 ,-10.297 ,10.283 ,11.621 ,5.007 ,41.157 
25.6200000000012,-6.179 ,16.404 ,-9.959 ,29.268 ,-9.580 ,10.800 ,10.685 ,6.387 ,40.647 
25.6300000000012,-6.199 ,29.855 ,-15.730 ,32.025 ,-8.780 ,10.398 ,9.884 ,7.817 ,39.982 
25.6400000000012,-9.164 ,41.225 ,-22.808 ,34.870 ,-7.855 ,10.222 ,8.737 ,9.416 ,38.744 
25.6500000000012,-12.145 ,51.529 ,-30.020 ,37.589 ,-6.789 ,10.271 ,7.320 ,10.504 ,37.535 
25.6600000000012,-15.620 ,57.891 ,-35.432 ,39.956 ,-5.644 ,10.061 ,5.962 ,10.800 ,37.244 
25.6700000000012,-18.727 ,63.389 ,-37.684 ,41.935 ,-4.392 ,9.972 ,4.561 ,10.887 ,37.075 
25.6800000000012,-18.988 ,66.183 ,-35.790 ,43.458 ,-3.075 ,9.681 ,2.731 ,10.898 ,35.772 
25.6900000000012,-18.756 ,68.392 ,-29.406 ,44.594 ,-1.512 ,9.506 ,0.588 ,10.390 ,33.959 
25.7000000000012,-15.249 ,69.462 ,-19.937 ,45.278 ,0.254 ,9.218 ,-1.347 ,9.301 ,33.773 
25.7100000000012,-12.087 ,69.319 ,-9.029 ,45.485 ,2.167 ,9.304 ,-3.339 ,6.915 ,33.756 
25.7200000000012,-8.617 ,66.563 ,1.802 ,45.273 ,4.366 ,9.361 ,-5.692 ,4.403 ,32.752 
25.7300000000012,-6.399 ,62.468 ,10.398 ,44.793 ,6.861 ,9.211 ,-7.991 ,1.964 ,30.871 
25.7400000000012,-6.862 ,53.937 ,15.508 ,44.110 ,9.431 ,9.717 ,-10.134 ,-0.716 ,30.015 
25.7500000000012,-8.757 ,44.461 ,17.364 ,43.282 ,12.106 ,10.672 ,-12.155 ,-4.213 ,29.868 
25.7600000000012,-12.641 ,31.881 ,16.212 ,42.347 ,14.875 ,11.080 ,-13.987 ,-7.335 ,29.125 
25.7700000000012,-17.424 ,18.576 ,12.407 ,41.363 ,17.473 ,11.505 ,-15.756 ,-9.516 ,27.376 
25.7800000000012,-21.029 ,5.870 ,7.692 ,40.146 ,20.160 ,12.286 ,-17.273 ,-10.606 ,25.579 
25.7900000000012,-24.049 ,-6.750 ,4.104 ,38.755 ,22.641 ,13.322 ,-18.540 ,-11.293 ,24.622 
25.8000000000012,-24.057 ,-17.567 ,2.111 ,37.392 ,25.064 ,13.849 ,-19.825 ,-11.467 ,23.530 
25.8100000000012,-22.941 ,-27.330 ,1.744 ,35.901 ,27.613 ,13.573 ,-20.784 ,-10.938 ,21.796 
25.8200000000012,-19.330 ,-34.901 ,2.978 ,34.144 ,30.174 ,13.861 ,-21.431 ,-9.518 ,19.559 
25.8300000000012,-15.070 ,-40.987 ,4.384 ,32.095 ,32.700 ,14.353 ,-22.265 ,-7.893 ,17.461 
25.8400000000012,-10.554 ,-43.443 ,4.818 ,30.017 ,35.132 ,13.773 ,-23.091 ,-6.764 ,15.785 
25.8500000000012,-5.357 ,-44.454 ,3.782 ,28.081 ,37.627 ,13.073 ,-23.788 ,-5.884 ,14.420 
25.8600000000012,-1.204 ,-41.674 ,-0.455 ,26.101 ,40.028 ,12.876 ,-24.461 ,-5.347 ,12.401 
25.8700000000012,3.412 ,-37.815 ,-8.263 ,24.056 ,42.323 ,12.861 ,-25.079 ,-4.934 ,9.994 
25.8800000000012,7.959 ,-32.247 ,-17.172 ,22.128 ,44.402 ,12.181 ,-26.063 ,-4.557 ,8.431 
25.8900000000012,12.874 ,-26.279 ,-25.296 ,20.563 ,46.222 ,11.656 ,-27.302 ,-4.606 ,7.009 
25.9000000000013,18.069 ,-20.826 ,-31.596 ,19.327 ,48.045 ,12.064 ,-28.331 ,-4.707 ,5.780 
25.9100000000013,23.862 ,-15.964 ,-34.402 ,18.342 ,49.841 ,12.396 ,-29.424 ,-4.859 ,4.364 
25.9200000000013,28.763 ,-11.280 ,-32.705 ,17.580 ,51.268 ,12.333 ,-30.595 ,-4.333 ,2.878 
25.9300000000013,33.776 ,-7.263 ,-26.713 ,17.147 ,52.397 ,12.820 ,-32.090 ,-3.625 ,1.834 
25.9400000000013,37.178 ,-2.761 ,-17.928 ,17.218 ,53.342 ,13.520 ,-34.084 ,-3.074 ,1.476 
25.9500000000013,40.096 ,1.851 ,-9.240 ,17.615 ,54.129 ,13.976 ,-35.481 ,-2.417 ,1.314 
25.9600000000013,40.969 ,6.090 ,-2.975 ,18.217 ,54.513 ,14.297 ,-36.520 ,-1.988 ,0.809 
25.9700000000013,40.826 ,10.119 ,-0.295 ,19.080 ,54.461 ,14.768 ,-38.376 ,-1.176 ,0.560 
25.9800000000013,39.530 ,12.885 ,-2.038 ,20.081 ,54.129 ,14.471 ,-40.239 ,-0.189 ,0.949 
25.9900000000013,36.847 ,14.735 ,-7.804 ,21.148 ,53.580 ,14.157 ,-41.471 ,0.244 ,1.449 
26.0000000000013,33.227 ,14.974 ,-16.189 ,22.172 ,52.889 ,13.682 ,-42.715 ,0.663 ,2.140 
26.0100000000013,28.651 ,14.516 ,-25.703 ,23.127 ,52.122 ,12.712 ,-44.004 ,1.318 ,2.577 
26.0200000000013,23.119 ,13.038 ,-34.187 ,23.794 ,51.200 ,11.680 ,-45.201 ,2.588 ,2.797 
26.0300000000013,16.983 ,10.891 ,-40.100 ,24.081 ,50.175 ,10.295 ,-46.428 ,3.862 ,3.204 
26.0400000000013,11.066 ,8.657 ,-43.439 ,24.137 ,49.182 ,8.663 ,-47.470 ,5.048 ,3.812 
26.0500000000013,4.737 ,6.040 ,-44.257 ,23.929 ,48.268 ,7.296 ,-48.151 ,6.310 ,4.162 
26.0600000000013,-0.697 ,2.235 ,-42.815 ,23.443 ,47.123 ,6.532 ,-48.684 ,7.556 ,4.086 
26.0700000000013,-5.913 ,-0.804 ,-39.911 ,22.632 ,45.640 ,5.401 ,-49.246 ,8.574 ,3.753 
26.0800000000013,-9.855 ,-4.764 ,-36.127 ,21.486 ,44.078 ,4.221 ,-49.719 ,9.454 ,3.816 
26.0900000000013,-13.373 ,-7.785 ,-31.936 ,20.178 ,42.459 ,3.192 ,-49.892 ,9.658 ,4.009 
26.1000000000013,-15.733 ,-9.601 ,-27.638 ,18.779 ,40.728 ,4.137 ,-49.756 ,9.472 ,3.909 
26.1100000000013,-17.638 ,-10.854 ,-23.432 ,17.129 ,38.872 ,4.291 ,-49.610 ,9.074 ,3.742 
26.1200000000013,-18.535 ,-10.839 ,-19.486 ,15.109 ,36.996 ,3.924 ,-49.558 ,8.733 ,3.805 
26.1300000000013,-18.421 ,-10.424 ,-15.630 ,12.909 ,35.362 ,4.220 ,-49.326 ,8.667 ,3.878 
26.1400000000013,-17.220 ,-9.752 ,-11.675 ,10.504 ,33.888 ,5.910 ,-48.949 ,8.709 ,4.122 
26.1500000000013,-14.782 ,-9.372 ,-7.303 ,7.949 ,32.533 ,6.781 ,-48.562 ,8.839 ,4.552 
26.1600000000013,-11.261 ,-8.512 ,-2.116 ,5.314 ,31.317 ,7.278 ,-48.051 ,9.344 ,4.938 
26.1700000000013,-6.906 ,-7.514 ,3.696 ,2.622 ,30.109 ,8.356 ,-47.513 ,10.186 ,5.072 
26.1800000000013,-2.285 ,-4.843 ,9.631 ,-0.094 ,29.180 ,9.355 ,-46.987 ,11.857 ,5.174 
26.1900000000013,2.520 ,-0.981 ,15.048 ,-2.534 ,28.375 ,9.960 ,-46.346 ,12.657 ,5.772 
26.2000000000013,5.395 ,5.569 ,18.592 ,-4.638 ,27.458 ,10.973 ,-45.654 ,13.372 ,6.463 
26.2100000000013,7.733 ,12.436 ,18.421 ,-6.439 ,26.554 ,11.294 ,-44.831 ,13.924 ,6.608 
26.2200000000013,7.402 ,20.602 ,13.892 ,-7.996 ,25.730 ,11.681 ,-43.957 ,14.734 ,6.326 
26.2300000000013,6.209 ,27.652 ,5.960 ,-9.361 ,24.925 ,11.394 ,-43.321 ,15.477 ,6.355 
26.2400000000013,3.286 ,33.357 ,-4.093 ,-10.434 ,23.791 ,11.287 ,-42.567 ,15.832 ,6.824 
26.2500000000013,-0.177 ,37.684 ,-14.237 ,-11.214 ,22.466 ,11.100 ,-41.477 ,15.989 ,6.595 
26.2600000000013,-3.301 ,38.715 ,-21.820 ,-12.041 ,20.969 ,10.694 ,-40.448 ,16.801 ,6.187 
26.2700000000013,-6.593 ,38.556 ,-24.949 ,-13.023 ,19.312 ,10.085 ,-39.429 ,18.162 ,5.238 
26.2800000000013,-8.459 ,35.622 ,-22.529 ,-14.098 ,17.456 ,8.660 ,-38.209 ,19.364 ,4.502 
26.2900000000013,-10.568 ,31.493 ,-15.224 ,-15.250 ,15.245 ,8.376 ,-36.828 ,20.114 ,4.305 
26.3000000000013,-12.153 ,24.119 ,-5.212 ,-16.627 ,13.049 ,8.461 ,-35.260 ,20.387 ,3.573 
26.3100000000013,-13.980 ,16.336 ,5.404 ,-18.240 ,11.050 ,8.223 ,-33.565 ,20.554 ,2.470 
26.3200000000013,-16.546 ,5.237 ,14.062 ,-20.130 ,9.045 ,7.665 ,-31.735 ,19.899 ,1.515 
26.3300000000013,-19.322 ,-5.232 ,18.979 ,-22.189 ,7.138 ,7.478 ,-29.796 ,18.263 ,0.736 
26.3400000000013,-22.110 ,-14.587 ,20.042 ,-24.267 ,5.309 ,8.757 ,-27.904 ,15.469 ,1.070 
26.3500000000013,-24.888 ,-23.783 ,17.047 ,-26.330 ,3.792 ,9.959 ,-25.928 ,11.795 ,0.799 
26.3600000000013,-25.995 ,-27.500 ,10.682 ,-28.446 ,2.382 ,9.990 ,-23.804 ,8.325 ,0.123 
26.3700000000013,-25.986 ,-30.510 ,2.854 ,-30.445 ,1.016 ,10.430 ,-21.648 ,4.686 ,-0.385 
26.3800000000013,-23.928 ,-30.927 ,-5.308 ,-32.138 ,-0.369 ,12.105 ,-19.624 ,1.052 ,0.361 
26.3900000000013,-20.739 ,-29.222 ,-13.061 ,-33.504 ,-1.881 ,12.217 ,-17.804 ,-1.963 ,0.898 
26.4000000000013,-15.847 ,-29.264 ,-19.589 ,-34.590 ,-3.291 ,12.556 ,-15.789 ,-3.990 ,0.326 
26.4100000000013,-11.066 ,-28.824 ,-24.574 ,-35.202 ,-4.487 ,13.279 ,-13.639 ,-4.714 ,-0.091 
26.4200000000013,-6.779 ,-29.474 ,-27.673 ,-35.302 ,-5.886 ,12.393 ,-11.871 ,-4.210 ,0.155 
26.4300000000013,-2.353 ,-30.904 ,-28.513 ,-34.978 ,-7.305 ,11.804 ,-10.326 ,-3.226 ,0.023 
26.4400000000013,0.146 ,-31.258 ,-27.285 ,-34.359 ,-8.496 ,11.811 ,-8.764 ,-1.268 ,-0.551 
26.4500000000013,2.907 ,-30.733 ,-24.194 ,-33.347 ,-9.463 ,11.096 ,-7.264 ,1.130 ,-0.996 
26.4600000000013,5.354 ,-28.417 ,-19.310 ,-31.957 ,-10.535 ,10.675 ,-5.893 ,3.376 ,-1.927 
26.4700000000013,7.229 ,-25.283 ,-13.384 ,-30.464 ,-11.663 ,9.942 ,-4.617 ,5.416 ,-2.626 
26.4800000000013,10.452 ,-20.064 ,-6.954 ,-29.144 ,-12.612 ,9.196 ,-3.348 ,6.552 ,-3.388 
26.4900000000013,13.890 ,-15.614 ,0.264 ,-27.726 ,-13.597 ,9.923 ,-2.330 ,7.040 ,-4.187 
26.5000000000013,16.773 ,-11.994 ,7.932 ,-26.232 ,-14.486 ,10.616 ,-1.390 ,6.457 ,-5.607 
26.5100000000013,20.336 ,-8.766 ,15.431 ,-24.882 ,-15.272 ,10.646 ,-0.066 ,5.332 ,-7.150 
26.5200000000013,23.119 ,-9.359 ,22.924 ,-23.692 ,-16.016 ,11.212 ,1.176 ,3.649 ,-8.512 
26.5300000000013,25.098 ,-9.855 ,30.210 ,-22.462 ,-16.617 ,12.056 ,2.071 ,1.908 ,-10.580 
26.5400000000014,26.770 ,-11.339 ,36.115 ,-21.126 ,-17.182 ,13.007 ,3.095 ,0.482 ,-12.747 
26.5500000000014,27.259 ,-13.578 ,39.400 ,-19.629 ,-17.723 ,14.132 ,4.490 ,-0.466 ,-15.365 
26.5600000000014,26.818 ,-13.753 ,39.247 ,-18.024 ,-18.355 ,14.518 ,6.092 ,-0.464 ,-18.364 
26.5700000000014,25.980 ,-14.531 ,35.371 ,-16.317 ,-18.890 ,13.765 ,7.484 ,0.655 ,-21.335 
26.5800000000014,24.050 ,-13.865 ,28.204 ,-14.505 ,-19.401 ,13.912 ,8.814 ,2.551 ,-24.524 
26.5900000000014,21.657 ,-12.894 ,18.805 ,-12.602 ,-19.907 ,14.359 ,10.499 ,5.264 ,-27.380 
26.6000000000014,19.309 ,-11.987 ,8.999 ,-10.806 ,-20.087 ,13.555 ,12.263 ,7.995 ,-30.406 
26.6100000000014,16.705 ,-10.774 ,0.909 ,-9.269 ,-19.759 ,12.309 ,14.047 ,10.983 ,-33.251 
26.6200000000014,14.975 ,-8.414 ,-4.276 ,-7.930 ,-18.926 ,11.579 ,15.981 ,13.210 ,-35.020 
26.6300000000014,13.828 ,-5.741 ,-6.186 ,-6.991 ,-17.634 ,10.953 ,17.839 ,14.659 ,-36.579 
26.6400000000014,13.487 ,-0.980 ,-5.225 ,-6.452 ,-15.989 ,10.744 ,19.680 ,15.248 ,-37.761 
26.6500000000014,13.704 ,4.278 ,-2.948 ,-6.049 ,-13.675 ,10.664 ,21.665 ,14.675 ,-38.347 
26.6600000000014,14.139 ,10.017 ,-0.878 ,-5.905 ,-11.014 ,9.691 ,23.691 ,13.117 ,-38.004 
26.6700000000014,14.381 ,15.523 ,-0.415 ,-5.884 ,-8.311 ,9.700 ,25.556 ,10.909 ,-37.502 
26.6800000000014,13.375 ,19.398 ,-2.509 ,-5.689 ,-5.638 ,10.005 ,27.195 ,8.672 ,-36.668 
26.6900000000014,11.755 ,22.068 ,-6.010 ,-5.256 ,-3.130 ,9.792 ,28.736 ,6.423 ,-35.710 
26.7000000000014,8.016 ,22.216 ,-9.284 ,-4.620 ,-0.726 ,9.375 ,30.189 ,4.260 ,-34.133 
26.7100000000014,4.265 ,21.736 ,-11.676 ,-3.607 ,1.467 ,8.544 ,31.631 ,2.358 ,-32.727 
26.7200000000014,-0.386 ,19.142 ,-11.962 ,-2.145 ,3.107 ,6.988 ,32.956 ,1.537 ,-31.466 
26.7300000000014,-4.217 ,17.042 ,-8.677 ,-0.283 ,4.410 ,5.266 ,33.838 ,1.049 ,-30.467 
26.7400000000014,-6.110 ,14.687 ,-1.917 ,1.695 ,5.310 ,3.253 ,34.608 ,0.865 ,-29.221 
26.7500000000014,-7.258 ,12.382 ,6.595 ,3.866 ,5.941 ,0.625 ,35.535 ,0.943 ,-28.402 
26.7600000000014,-5.053 ,10.389 ,15.151 ,6.266 ,6.366 ,-2.392 ,36.330 ,1.013 ,-27.945 
26.7700000000014,-2.187 ,8.029 ,22.889 ,8.743 ,6.383 ,-6.068 ,36.920 ,1.159 ,-27.779 
26.7800000000014,1.751 ,4.462 ,28.696 ,10.988 ,6.266 ,-8.604 ,37.270 ,1.423 ,-27.782 
26.7900000000014,6.145 ,0.888 ,31.252 ,12.995 ,6.100 ,-10.729 ,37.528 ,1.746 ,-28.429 
26.8000000000014,9.520 ,-4.079 ,30.154 ,14.914 ,6.012 ,-12.715 ,37.875 ,2.021 ,-28.925 
26.8100000000014,12.334 ,-9.113 ,25.840 ,16.757 ,6.185 ,-14.468 ,38.081 ,2.401 ,-29.654 
26.8200000000014,14.237 ,-14.439 ,19.115 ,18.378 ,6.396 ,-15.380 ,38.186 ,3.439 ,-30.724 
26.8300000000014,15.092 ,-19.605 ,11.004 ,19.720 ,6.753 ,-14.654 ,38.256 ,5.284 ,-32.106 
26.8400000000014,15.772 ,-24.408 ,2.753 ,20.977 ,7.280 ,-13.290 ,38.194 ,7.117 ,-33.169 
26.8500000000014,15.871 ,-28.895 ,-4.340 ,22.420 ,8.067 ,-12.939 ,38.262 ,9.331 ,-33.659 
26.8600000000014,15.951 ,-33.313 ,-9.071 ,23.895 ,8.897 ,-11.645 ,38.488 ,11.721 ,-34.664 
26.8700000000014,15.805 ,-37.619 ,-10.544 ,25.392 ,9.637 ,-9.475 ,38.669 ,14.054 ,-35.617 
26.8800000000014,14.912 ,-41.608 ,-8.896 ,27.070 ,10.250 ,-8.696 ,38.693 ,16.196 ,-35.742 
26.8900000000014,13.492 ,-45.222 ,-4.942 ,28.919 ,10.898 ,-7.958 ,38.553 ,17.963 ,-35.903 
26.9000000000014,10.564 ,-47.746 ,0.593 ,30.879 ,11.633 ,-7.692 ,38.643 ,19.000 ,-36.167 
26.9100000000014,7.062 ,-49.847 ,6.414 ,32.991 ,12.455 ,-7.977 ,38.906 ,19.210 ,-36.045 
26.9200000000014,1.267 ,-49.909 ,11.070 ,35.131 ,13.206 ,-9.515 ,38.821 ,18.859 ,-35.637 
26.9300000000014,-4.545 ,-49.733 ,14.157 ,37.128 ,14.006 ,-10.824 ,38.577 ,18.743 ,-35.673 
26.9400000000014,-11.363 ,-46.979 ,15.922 ,38.857 ,14.843 ,-12.285 ,38.442 ,18.374 ,-36.175 
26.9500000000014,-18.173 ,-44.107 ,16.865 ,40.374 ,15.957 ,-14.271 ,38.333 ,17.619 ,-36.100 
26.9600000000014,-23.079 ,-38.631 ,17.594 ,41.626 ,17.007 ,-15.723 ,38.258 ,16.580 ,-35.585 
26.9700000000014,-27.453 ,-33.181 ,18.393 ,42.420 ,17.788 ,-17.493 ,38.013 ,16.348 ,-36.083 
26.9800000000014,-28.814 ,-25.766 ,19.656 ,42.654 ,18.574 ,-18.324 ,37.570 ,16.971 ,-37.322 
